Planning Area,Transacted Price ($),,,,,,,,
Tampines,1157380,,,,,,,,
Tampines,1150000,,,,,,,,
River Valley,2269160,,,,,,,,
Queenstown,2463000,,,,,,,,
Sengkang,1188000,,,,,,,,
Sengkang,1735000,,,,,,,,
Queenstown,1343000,,,,,,,,
Bedok,1596000,,,,,,,,
River Valley,1988100,,,,,,,,
Geylang,2068300,,,,,,,,
Jurong West,1165000,,,,,,,,
Toa Payoh,1950300,,,,,,,,
Bukit Merah,3407000,,,,,,,,
Choa Chu Kang,800000,,,,,,,,
Hougang,940000,,,,,,,,
Hougang,1180000,,,,,,,,
Queenstown,1899000,,,,,,,,
Bukit Timah,1720000,,,,,,,,
Queenstown,1601000,,,,,,,,
Yishun,1300000,,,,,,,,
Pasir Ris,1220000,,,,,,,,
Toa Payoh,1530000,,,,,,,,
Bukit Batok,930000,,,,,,,,
Punggol,1450000,,,,,,,,
Toa Payoh,1867140,,,,,,,,
Clementi,1709000,,,,,,,,
Jurong East,1200000,,,,,,,,
Toa Payoh,1893000,,,,,,,,
Bishan,1875000,,,,,,,,
Bukit Merah,5500000,,,,,,,,
Hougang,1650000,,,,,,,,
Bedok,900000,,,,,,,,
River Valley,2259760,,,,,,,,
Sengkang,637000,,,,,,,,
Bedok,840000,,,,,,,,
Hougang,1350000,,,,,,,,
Clementi,1493000,,,,,,,,
Toa Payoh,1760000,,,,,,,,
Sengkang,1592000,,,,,,,,
Bedok,1121112,,,,,,,,
River Valley,3644000,,,,,,,,
Kallang,2034090,,,,,,,,
Queenstown,1150000,,,,,,,,
Bukit Merah,2350000,,,,,,,,
Bedok,1350000,,,,,,,,
River Valley,2251300,,,,,,,,
River Valley,2149200,,,,,,,,
Bukit Timah,8000000,,,,,,,,
Kallang,1470000,,,,,,,,
Kallang,1258888,,,,,,,,
Kallang,2350000,,,,,,,,
Clementi,1330000,,,,,,,,
Kallang,1264000,,,,,,,,
Woodlands,620000,,,,,,,,
Bedok,1080000,,,,,,,,
Bishan,1338000,,,,,,,,
Pasir Ris,750000,,,,,,,,
Bukit Merah,1862000,,,,,,,,
Bishan,1300000,,,,,,,,
Hougang,1590000,,,,,,,,
Choa Chu Kang,860000,,,,,,,,
Bukit Batok,670000,,,,,,,,
Serangoon,980000,,,,,,,,
Bedok,1765000,,,,,,,,
River Valley,1978200,,,,,,,,
Pasir Ris,980000,,,,,,,,
Sengkang,1080000,,,,,,,,
Bukit Panjang,1420000,,,,,,,,
Bukit Merah,980000,,,,,,,,
Hougang,1000000,,,,,,,,
Punggol,1300000,,,,,,,,
Queenstown,1150000,,,,,,,,
Woodlands,690000,,,,,,,,
Sengkang,1285000,,,,,,,,
Sengkang,980000,,,,,,,,
Hougang,1470000,,,,,,,,
Bedok,1136112,,,,,,,,
Pasir Ris,600000,,,,,,,,
Hougang,728000,,,,,,,,
Hougang,990000,,,,,,,,
Toa Payoh,710000,,,,,,,,
Jurong West,1557000,,,,,,,,
Bukit Merah,1398000,,,,,,,,
Hougang,1310000,,,,,,,,
Tampines,1138000,,,,,,,,
Pasir Ris,820000,,,,,,,,
Jurong East,900000,,,,,,,,
Pasir Ris,635000,,,,,,,,
Queenstown,1501000,,,,,,,,
Bedok,700000,,,,,,,,
Bedok,1080000,,,,,,,,
Pasir Ris,630000,,,,,,,,
Queenstown,1551000,,,,,,,,
Queenstown,1603000,,,,,,,,
Punggol,1200000,,,,,,,,
Bukit Merah,2850000,,,,,,,,
Hougang,768000,,,,,,,,
Bedok,1146112,,,,,,,,
Bishan,1150000,,,,,,,,
Punggol,1080000,,,,,,,,
Bishan,1958900,,,,,,,,
Punggol,1138000,,,,,,,,
Bishan,803000,,,,,,,,
Hougang,1440000,,,,,,,,
Bukit Merah,1966000,,,,,,,,
Sengkang,794000,,,,,,,,
Novena,1460000,,,,,,,,
Hougang,1380000,,,,,,,,
Bukit Merah,1180000,,,,,,,,
Kallang,5450000,,,,,,,,
Bukit Batok,780000,,,,,,,,
Bedok,930000,,,,,,,,
Punggol,870000,,,,,,,,
Hougang,1170000,,,,,,,,
Yishun,880000,,,,,,,,
Pasir Ris,828000,,,,,,,,
Bukit Batok,663000,,,,,,,,
Bukit Merah,2600000,,,,,,,,
Pasir Ris,948000,,,,,,,,
Bukit Panjang,880000,,,,,,,,
Jurong East,1035000,,,,,,,,
Hougang,1520000,,,,,,,,
Bedok,1690000,,,,,,,,
Bedok,1309112,,,,,,,,
Bedok,1111888,,,,,,,,
Bukit Merah,2434000,,,,,,,,
Pasir Ris,798000,,,,,,,,
Jurong West,760000,,,,,,,,
Pasir Ris,1225000,,,,,,,,
Jurong West,1470000,,,,,,,,
Pasir Ris,828000,,,,,,,,
Tampines,998888,,,,,,,,
Bukit Panjang,1270000,,,,,,,,
Hougang,770000,,,,,,,,
Hougang,1150000,,,,,,,,
Hougang,2300000,,,,,,,,
Kallang,1040000,,,,,,,,
Tampines,835000,,,,,,,,
Bukit Merah,2275000,,,,,,,,
Punggol,1180000,,,,,,,,
Bukit Merah,1803000,,,,,,,,
Bedok,1620000,,,,,,,,
Bukit Merah,1280000,,,,,,,,
Bukit Merah,2600000,,,,,,,,
Hougang,1600000,,,,,,,,
Jurong East,1055000,,,,,,,,
Queenstown,1150000,,,,,,,,
Bukit Timah,1418000,,,,,,,,
Toa Payoh,1957230,,,,,,,,
Bukit Merah,1400000,,,,,,,,
Choa Chu Kang,775000,,,,,,,,
Ang Mo Kio,840000,,,,,,,,
Bukit Merah,1550000,,,,,,,,
Rochor,1334000,,,,,,,,
Novena,1660000,,,,,,,,
Bedok,1230000,,,,,,,,
Sengkang,836000,,,,,,,,
Serangoon,1508000,,,,,,,,
Geylang,1810000,,,,,,,,
Bukit Merah,4250000,,,,,,,,
Bukit Merah,3393000,,,,,,,,
Geylang,1589300,,,,,,,,
Hougang,1550000,,,,,,,,
Bishan,1909600,,,,,,,,
Bukit Timah,2080000,,,,,,,,
Hougang,938000,,,,,,,,
Tampines,710000,,,,,,,,
Sengkang,778000,,,,,,,,
Bedok,920000,,,,,,,,
Sengkang,810000,,,,,,,,
Hougang,1450000,,,,,,,,
Bukit Merah,1370000,,,,,,,,
Bukit Merah,2302500,,,,,,,,
Southern Islands,3418000,,,,,,,,
Hougang,730000,,,,,,,,
Bedok,792000,,,,,,,,
Yishun,880000,,,,,,,,
Sembawang,640880,,,,,,,,
Singapore River,1260000,,,,,,,,
Bukit Merah,2434000,,,,,,,,
Queenstown,1353000,,,,,,,,
Hougang,1150000,,,,,,,,
Bedok,880000,,,,,,,,
Pasir Ris,830000,,,,,,,,
Rochor,1377000,,,,,,,,
Geylang,1080000,,,,,,,,
Pasir Ris,1190000,,,,,,,,
Bishan,1576700,,,,,,,,
Yishun,1210000,,,,,,,,
Bedok,1188112,,,,,,,,
Queenstown,1810000,,,,,,,,
Yishun,1072120,,,,,,,,
Queenstown,1368000,,,,,,,,
Sengkang,982000,,,,,,,,
Sembawang,666000,,,,,,,,
Bedok,1161112,,,,,,,,
Rochor,1297000,,,,,,,,
Geylang,2469800,,,,,,,,
River Valley,3012000,,,,,,,,
Queenstown,1381000,,,,,,,,
Bedok,1110000,,,,,,,,
Clementi,900000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Queenstown,1666000,,,,,,,,
Hougang,1538000,,,,,,,,
Southern Islands,3600000,,,,,,,,
Singapore River,1150000,,,,,,,,
Serangoon,908888,,,,,,,,
Queenstown,1362000,,,,,,,,
Bukit Merah,4560000,,,,,,,,
Rochor,1482300,,,,,,,,
Yishun,781000,,,,,,,,
Sengkang,1210000,,,,,,,,
Bukit Timah,1390000,,,,,,,,
Bedok,860000,,,,,,,,
Downtown Core,2180000,,,,,,,,
Mandai,850000,,,,,,,,
Bukit Merah,4850000,,,,,,,,
Bukit Merah,1700000,,,,,,,,
Bishan,1355000,,,,,,,,
Jurong West,900000,,,,,,,,
Sengkang,1508000,,,,,,,,
Bedok,1518888,,,,,,,,
Jurong East,720000,,,,,,,,
Bedok,983888,,,,,,,,
Woodlands,1050000,,,,,,,,
Hougang,682000,,,,,,,,
Geylang,1300000,,,,,,,,
Bukit Panjang,1630000,,,,,,,,
Serangoon,1758000,,,,,,,,
Tampines,775000,,,,,,,,
Marine Parade,1325000,,,,,,,,
Bedok,1130112,,,,,,,,
Kallang,2077000,,,,,,,,
Kallang,2485000,,,,,,,,
Tampines,895000,,,,,,,,
Jurong West,1145000,,,,,,,,
Hougang,1300000,,,,,,,,
Bishan,1013000,,,,,,,,
Marine Parade,1570000,,,,,,,,
Geylang,1720000,,,,,,,,
Ang Mo Kio,1050000,,,,,,,,
Hougang,1525000,,,,,,,,
Clementi,1300000,,,,,,,,
Clementi,1000000,,,,,,,,
Bukit Panjang,1355000,,,,,,,,
Pasir Ris,550000,,,,,,,,
Bedok,1080000,,,,,,,,
Geylang,1260000,,,,,,,,
Bukit Batok,980000,,,,,,,,
Southern Islands,2900000,,,,,,,,
Pasir Ris,800000,,,,,,,,
Hougang,755000,,,,,,,,
Bedok,1520000,,,,,,,,
Tampines,1180000,,,,,,,,
Hougang,1070000,,,,,,,,
Kallang,850000,,,,,,,,
Punggol,1028000,,,,,,,,
Jurong West,745000,,,,,,,,
Queenstown,1347000,,,,,,,,
Novena,3100000,,,,,,,,
Bedok,900000,,,,,,,,
Bukit Batok,968000,,,,,,,,
Bishan,1850000,,,,,,,,
Bukit Panjang,1100000,,,,,,,,
Bukit Panjang,1220000,,,,,,,,
Clementi,870000,,,,,,,,
Pasir Ris,863000,,,,,,,,
Kallang,1500000,,,,,,,,
Bedok,930000,,,,,,,,
Jurong West,930000,,,,,,,,
Novena,2550000,,,,,,,,
Sengkang,1585000,,,,,,,,
Jurong West,1030000,,,,,,,,
Bukit Merah,2100000,,,,,,,,
Bedok,1200000,,,,,,,,
Hougang,1650000,,,,,,,,
Bishan,1950000,,,,,,,,
Tampines,1027500,,,,,,,,
Toa Payoh,1030000,,,,,,,,
Bedok,1560000,,,,,,,,
Punggol,895000,,,,,,,,
Marine Parade,2070000,,,,,,,,
Clementi,1506000,,,,,,,,
Bedok,2200000,,,,,,,,
Punggol,1248000,,,,,,,,
Jurong West,960000,,,,,,,,
Pasir Ris,535000,,,,,,,,
Toa Payoh,660000,,,,,,,,
Bedok,650000,,,,,,,,
Bukit Merah,1590000,,,,,,,,
Queenstown,1399000,,,,,,,,
Sengkang,1080000,,,,,,,,
Bedok,1503000,,,,,,,,
Tampines,980000,,,,,,,,
Serangoon,1362000,,,,,,,,
Hougang,980000,,,,,,,,
Queenstown,1493000,,,,,,,,
Tanglin,2820000,,,,,,,,
Sengkang,1130000,,,,,,,,
Tampines,1180000,,,,,,,,
Sengkang,1200000,,,,,,,,
Ang Mo Kio,965000,,,,,,,,
Hougang,1008000,,,,,,,,
Toa Payoh,1382000,,,,,,,,
Ang Mo Kio,1150000,,,,,,,,
Hougang,958000,,,,,,,,
Novena,2600000,,,,,,,,
Sengkang,1285000,,,,,,,,
Bukit Merah,2314500,,,,,,,,
Novena,1515000,,,,,,,,
Tampines,998888,,,,,,,,
Tampines,1280000,,,,,,,,
Bedok,1128888,,,,,,,,
Bedok,1426000,,,,,,,,
Bukit Timah,1755800,,,,,,,,
Bedok,2300000,,,,,,,,
Pasir Ris,610000,,,,,,,,
Bukit Merah,4500000,,,,,,,,
Queenstown,1467000,,,,,,,,
Queenstown,1659000,,,,,,,,
Toa Payoh,1214000,,,,,,,,
Queenstown,1327000,,,,,,,,
Bedok,1273112,,,,,,,,
Queenstown,1695000,,,,,,,,
Serangoon,1482800,,,,,,,,
Geylang,1260000,,,,,,,,
Geylang,1638000,,,,,,,,
Bedok,1141112,,,,,,,,
Pasir Ris,1150000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Kallang,1040000,,,,,,,,
Pasir Ris,838000,,,,,,,,
Bedok,770000,,,,,,,,
Ang Mo Kio,820000,,,,,,,,
Bukit Merah,1400000,,,,,,,,
Clementi,1300000,,,,,,,,
Geylang,1332700,,,,,,,,
Jurong East,1060000,,,,,,,,
Queenstown,1341000,,,,,,,,
Hougang,970000,,,,,,,,
Pasir Ris,845000,,,,,,,,
Clementi,1120000,,,,,,,,
Ang Mo Kio,1460000,,,,,,,,
Pasir Ris,800000,,,,,,,,
Pasir Ris,965000,,,,,,,,
Yishun,1116000,,,,,,,,
Clementi,797000,,,,,,,,
Sembawang,998000,,,,,,,,
Choa Chu Kang,780000,,,,,,,,
Serangoon,1360000,,,,,,,,
Kallang,1240000,,,,,,,,
Bedok,640000,,,,,,,,
Kallang,2409676,,,,,,,,
Queenstown,1680000,,,,,,,,
Hougang,840000,,,,,,,,
Pasir Ris,1602400,,,,,,,,
Ang Mo Kio,1000000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Bishan,3082100,,,,,,,,
Bedok,1450000,,,,,,,,
Bukit Merah,2650000,,,,,,,,
Bukit Merah,3148000,,,,,,,,
Bedok,970000,,,,,,,,
Bedok,800000,,,,,,,,
Sengkang,1550000,,,,,,,,
Jurong West,1700000,,,,,,,,
Yishun,1077020,,,,,,,,
Toa Payoh,1934232,,,,,,,,
Singapore River,1100000,,,,,,,,
Bedok,955000,,,,,,,,
Clementi,1600000,,,,,,,,
Queenstown,1538000,,,,,,,,
Bukit Merah,2309000,,,,,,,,
Bishan,1860100,,,,,,,,
Bukit Merah,3069220,,,,,,,,
Marine Parade,2700000,,,,,,,,
Pasir Ris,1545000,,,,,,,,
Yishun,730000,,,,,,,,
Bishan,1780000,,,,,,,,
Hougang,938000,,,,,,,,
Bukit Panjang,1360000,,,,,,,,
Bishan,1919600,,,,,,,,
Geylang,810000,,,,,,,,
Sembawang,640200,,,,,,,,
Serangoon,1350000,,,,,,,,
Bedok,1045112,,,,,,,,
Kallang,2435000,,,,,,,,
Bukit Merah,2046250,,,,,,,,
Queenstown,1490580,,,,,,,,
Tampines,1243000,,,,,,,,
Tampines,1124000,,,,,,,,
Bedok,1144112,,,,,,,,
Tampines,1055000,,,,,,,,
Tampines,1062000,,,,,,,,
Bedok,1508112,,,,,,,,
Sengkang,636500,,,,,,,,
Bedok,1149112,,,,,,,,
Rochor,1332000,,,,,,,,
Queenstown,1336000,,,,,,,,
Queenstown,1486000,,,,,,,,
Geylang,1595100,,,,,,,,
Serangoon,1475000,,,,,,,,
Geylang,1585100,,,,,,,,
Geylang,1602300,,,,,,,,
Geylang,1596600,,,,,,,,
Clementi,1555125,,,,,,,,
Geylang,1590900,,,,,,,,
River Valley,2029500,,,,,,,,
Geylang,1651600,,,,,,,,
Bedok,1177112,,,,,,,,
Bukit Merah,2421000,,,,,,,,
Geylang,1613800,,,,,,,,
Sembawang,1237800,,,,,,,,
Bukit Merah,2426000,,,,,,,,
Queenstown,3217000,,,,,,,,
Jurong East,960000,,,,,,,,
Bedok,1500000,,,,,,,,
Bukit Merah,1350000,,,,,,,,
Bukit Merah,1920000,,,,,,,,
Queenstown,1800000,,,,,,,,
Queenstown,1499000,,,,,,,,
Sengkang,654000,,,,,,,,
Kallang,1900000,,,,,,,,
Kallang,1780000,,,,,,,,
Sengkang,1038000,,,,,,,,
Bukit Merah,2383500,,,,,,,,
Geylang,1070000,,,,,,,,
Jurong West,1288000,,,,,,,,
Kallang,1050000,,,,,,,,
Bukit Timah,2185000,,,,,,,,
Tampines,740000,,,,,,,,
Kallang,1250000,,,,,,,,
Jurong West,900000,,,,,,,,
Toa Payoh,1500000,,,,,,,,
Bukit Timah,2120000,,,,,,,,
Sengkang,1380000,,,,,,,,
Punggol,960000,,,,,,,,
Yishun,840000,,,,,,,,
Pasir Ris,540000,,,,,,,,
Queenstown,1595000,,,,,,,,
Pasir Ris,1230000,,,,,,,,
Bukit Merah,1185000,,,,,,,,
Bukit Timah,1700000,,,,,,,,
Bukit Merah,1660000,,,,,,,,
Bukit Merah,2354250,,,,,,,,
Yishun,602000,,,,,,,,
Bedok,900000,,,,,,,,
Bukit Merah,2369250,,,,,,,,
Woodlands,655000,,,,,,,,
Yishun,1200000,,,,,,,,
Clementi,1756000,,,,,,,,
Bukit Merah,2400000,,,,,,,,
Bukit Panjang,1038000,,,,,,,,
Kallang,1449800,,,,,,,,
Sengkang,1432000,,,,,,,,
Clementi,1311000,,,,,,,,
Sengkang,1435000,,,,,,,,
Sengkang,1030000,,,,,,,,
Clementi,750000,,,,,,,,
Marine Parade,1800000,,,,,,,,
Bedok,1028000,,,,,,,,
Hougang,1420000,,,,,,,,
Queenstown,3144000,,,,,,,,
Ang Mo Kio,833000,,,,,,,,
Bukit Merah,4710000,,,,,,,,
Queenstown,1333000,,,,,,,,
Toa Payoh,1200000,,,,,,,,
Clementi,598000,,,,,,,,
Bedok,1020000,,,,,,,,
Yishun,995000,,,,,,,,
Geylang,1331000,,,,,,,,
Tampines,910000,,,,,,,,
Clementi,900000,,,,,,,,
Pasir Ris,638000,,,,,,,,
Clementi,1354000,,,,,,,,
Clementi,1080000,,,,,,,,
Punggol,990000,,,,,,,,
Clementi,1450000,,,,,,,,
Clementi,1441000,,,,,,,,
Yishun,941000,,,,,,,,
Pasir Ris,1030000,,,,,,,,
Yishun,1005000,,,,,,,,
Toa Payoh,1598965,,,,,,,,
Kallang,1492800,,,,,,,,
Bukit Merah,2090000,,,,,,,,
Yishun,1110000,,,,,,,,
Kallang,1449800,,,,,,,,
Geylang,1177000,,,,,,,,
Yishun,1035000,,,,,,,,
Toa Payoh,1428570,,,,,,,,
Toa Payoh,1543410,,,,,,,,
Toa Payoh,1487000,,,,,,,,
Yishun,1010000,,,,,,,,
Yishun,1120000,,,,,,,,
Yishun,1027000,,,,,,,,
Yishun,1027000,,,,,,,,
Punggol,1100000,,,,,,,,
Yishun,1040000,,,,,,,,
Yishun,1017000,,,,,,,,
Sengkang,900000,,,,,,,,
Yishun,1100000,,,,,,,,
Yishun,1003520,,,,,,,,
Yishun,1105000,,,,,,,,
Yishun,998000,,,,,,,,
Yishun,1019000,,,,,,,,
Yishun,977060,,,,,,,,
Geylang,1255000,,,,,,,,
Yishun,1020000,,,,,,,,
Yishun,1011360,,,,,,,,
Yishun,1089000,,,,,,,,
Yishun,960000,,,,,,,,
Yishun,1027000,,,,,,,,
Toa Payoh,1882000,,,,,,,,
Toa Payoh,1465000,,,,,,,,
Novena,1470000,,,,,,,,
Yishun,1013000,,,,,,,,
Yishun,1119000,,,,,,,,
Woodlands,880000,,,,,,,,
Yishun,990000,,,,,,,,
Toa Payoh,1438000,,,,,,,,
Yishun,1035000,,,,,,,,
Toa Payoh,1519000,,,,,,,,
Yishun,943630,,,,,,,,
Bedok,960000,,,,,,,,
Geylang,1164000,,,,,,,,
Toa Payoh,1417000,,,,,,,,
Tampines,1066000,,,,,,,,
Yishun,1025000,,,,,,,,
Yishun,927000,,,,,,,,
Yishun,998000,,,,,,,,
Yishun,1110000,,,,,,,,
Geylang,1290000,,,,,,,,
Yishun,975820,,,,,,,,
Clementi,965000,,,,,,,,
Yishun,1113000,,,,,,,,
Yishun,999000,,,,,,,,
Toa Payoh,1421640,,,,,,,,
Yishun,1014000,,,,,,,,
Clementi,1456000,,,,,,,,
Yishun,1102000,,,,,,,,
Clementi,1878000,,,,,,,,
Tampines,1073000,,,,,,,,
Sengkang,1223000,,,,,,,,
Yishun,1022000,,,,,,,,
Yishun,1012000,,,,,,,,
Bukit Merah,2400750,,,,,,,,
Bedok,1050000,,,,,,,,
Bedok,1070000,,,,,,,,
Clementi,1190000,,,,,,,,
River Valley,3090000,,,,,,,,
Bukit Merah,2550000,,,,,,,,
Yishun,982080,,,,,,,,
Bedok,852500,,,,,,,,
Tampines,1191000,,,,,,,,
Mandai,870000,,,,,,,,
Bukit Batok,700000,,,,,,,,
Bedok,1720000,,,,,,,,
Bukit Merah,4260000,,,,,,,,
Southern Islands,6300000,,,,,,,,
Bukit Merah,2050000,,,,,,,,
Tampines,690000,,,,,,,,
Bukit Timah,1838000,,,,,,,,
Bukit Merah,2411250,,,,,,,,
Kallang,1577000,,,,,,,,
Toa Payoh,1493000,,,,,,,,
Bedok,780000,,,,,,,,
Sengkang,867000,,,,,,,,
Toa Payoh,1619000,,,,,,,,
Singapore River,1100000,,,,,,,,
Bukit Merah,2331750,,,,,,,,
Yishun,1112000,,,,,,,,
Jurong West,960000,,,,,,,,
Bedok,878000,,,,,,,,
Jurong West,970000,,,,,,,,
Ang Mo Kio,1380000,,,,,,,,
Bukit Merah,2351250,,,,,,,,
Punggol,1400000,,,,,,,,
Bukit Batok,1070000,,,,,,,,
Bedok,1340000,,,,,,,,
Queenstown,1375000,,,,,,,,
Clementi,1722000,,,,,,,,
Pasir Ris,988000,,,,,,,,
Punggol,796000,,,,,,,,
Yishun,710000,,,,,,,,
Bishan,833000,,,,,,,,
Tampines,1150000,,,,,,,,
Marine Parade,2700000,,,,,,,,
Southern Islands,3590000,,,,,,,,
Hougang,1090000,,,,,,,,
Kallang,1530000,,,,,,,,
Bukit Merah,2162500,,,,,,,,
Tampines,1720000,,,,,,,,
Southern Islands,2750000,,,,,,,,
Queenstown,1513000,,,,,,,,
Bishan,1300000,,,,,,,,
Geylang,770000,,,,,,,,
Sengkang,1150000,,,,,,,,
Tampines,1320000,,,,,,,,
Punggol,1390000,,,,,,,,
Queenstown,1499000,,,,,,,,
Clementi,1128000,,,,,,,,
Bukit Panjang,1300000,,,,,,,,
Kallang,1387000,,,,,,,,
Jurong West,1445000,,,,,,,,
Bukit Merah,2185000,,,,,,,,
Jurong West,1460000,,,,,,,,
Hougang,1488000,,,,,,,,
Bedok,1088000,,,,,,,,
Pasir Ris,720000,,,,,,,,
Jurong West,1106000,,,,,,,,
Geylang,1193000,,,,,,,,
Clementi,1475000,,,,,,,,
Bukit Merah,2411250,,,,,,,,
Bukit Merah,2162500,,,,,,,,
Bukit Merah,3433000,,,,,,,,
Queenstown,1690140,,,,,,,,
Tampines,1360000,,,,,,,,
Pasir Ris,775000,,,,,,,,
Clementi,1381800,,,,,,,,
Bukit Merah,2421000,,,,,,,,
Geylang,1288000,,,,,,,,
Toa Payoh,1638000,,,,,,,,
Geylang,1291330,,,,,,,,
Sengkang,882000,,,,,,,,
Bukit Merah,2289750,,,,,,,,
Queenstown,1479000,,,,,,,,
Bedok,1102000,,,,,,,,
Yishun,1057000,,,,,,,,
Geylang,1280000,,,,,,,,
Bukit Merah,2362500,,,,,,,,
Toa Payoh,1726000,,,,,,,,
River Valley,1971000,,,,,,,,
Bedok,1385000,,,,,,,,
Bedok,1020000,,,,,,,,
Bedok,1212000,,,,,,,,
Kallang,1984000,,,,,,,,
Bishan,1325000,,,,,,,,
Queenstown,1321000,,,,,,,,
Mandai,1180000,,,,,,,,
Yishun,1082000,,,,,,,,
Sengkang,1170000,,,,,,,,
Bedok,2050000,,,,,,,,
Bishan,1438000,,,,,,,,
Marine Parade,1100000,,,,,,,,
Jurong West,1040000,,,,,,,,
Queenstown,1506000,,,,,,,,
Toa Payoh,1924000,,,,,,,,
Bedok,1950000,,,,,,,,
Bedok,890000,,,,,,,,
Jurong West,1660000,,,,,,,,
Bukit Batok,740000,,,,,,,,
Queenstown,1506000,,,,,,,,
Bukit Merah,2145240,,,,,,,,
Bukit Merah,2292000,,,,,,,,
Yishun,1103000,,,,,,,,
Bukit Batok,820000,,,,,,,,
Bukit Merah,1730000,,,,,,,,
Bedok,1080000,,,,,,,,
Bedok,1030000,,,,,,,,
Rochor,1308000,,,,,,,,
Geylang,1170000,,,,,,,,
River Valley,2386660,,,,,,,,
Sembawang,785000,,,,,,,,
Bedok,1050000,,,,,,,,
Bedok,1090000,,,,,,,,
Bukit Merah,1725000,,,,,,,,
Punggol,835000,,,,,,,,
Bedok,2780000,,,,,,,,
Toa Payoh,1220000,,,,,,,,
Bukit Merah,1580000,,,,,,,,
Bukit Merah,2125000,,,,,,,,
Clementi,730000,,,,,,,,
Bukit Batok,918000,,,,,,,,
Toa Payoh,1035000,,,,,,,,
Pasir Ris,1158000,,,,,,,,
Bedok,808000,,,,,,,,
Hougang,1600000,,,,,,,,
Bedok,688000,,,,,,,,
Hougang,1430000,,,,,,,,
Bukit Merah,3635000,,,,,,,,
Tampines,1600000,,,,,,,,
Kallang,700000,,,,,,,,
Serangoon,1392000,,,,,,,,
Bedok,1090000,,,,,,,,
Kallang,1730000,,,,,,,,
Bukit Merah,2664200,,,,,,,,
Queenstown,1617000,,,,,,,,
River Valley,3840000,,,,,,,,
Sembawang,660000,,,,,,,,
Hougang,1200000,,,,,,,,
Geylang,1260000,,,,,,,,
Hougang,1909880,,,,,,,,
Bedok,675000,,,,,,,,
Bukit Timah,1068000,,,,,,,,
Bukit Merah,2220000,,,,,,,,
Tampines,1186000,,,,,,,,
Toa Payoh,1561000,,,,,,,,
Woodlands,900000,,,,,,,,
Sengkang,1399000,,,,,,,,
Bedok,1120000,,,,,,,,
Bukit Timah,1888000,,,,,,,,
Toa Payoh,1839000,,,,,,,,
Hougang,1450000,,,,,,,,
Bukit Timah,1980000,,,,,,,,
Clementi,1750000,,,,,,,,
Hougang,913000,,,,,,,,
Ang Mo Kio,1200000,,,,,,,,
Bedok,1660000,,,,,,,,
Bedok,1300000,,,,,,,,
Yishun,930000,,,,,,,,
Tampines,1191000,,,,,,,,
Bedok,830000,,,,,,,,
Jurong East,1065000,,,,,,,,
Clementi,1774000,,,,,,,,
Choa Chu Kang,880000,,,,,,,,
Toa Payoh,1300000,,,,,,,,
Jurong East,1038000,,,,,,,,
Bukit Merah,2176000,,,,,,,,
Punggol,1420000,,,,,,,,
Geylang,1760000,,,,,,,,
Pasir Ris,840000,,,,,,,,
Bedok,948000,,,,,,,,
Bishan,1960300,,,,,,,,
Toa Payoh,1471000,,,,,,,,
Geylang,1830000,,,,,,,,
Novena,2860000,,,,,,,,
Mandai,780000,,,,,,,,
Clementi,1430000,,,,,,,,
Bukit Merah,2580000,,,,,,,,
Tampines,850000,,,,,,,,
Bishan,1230000,,,,,,,,
Pasir Ris,900000,,,,,,,,
Yishun,805000,,,,,,,,
Queenstown,1390000,,,,,,,,
Bishan,2934700,,,,,,,,
Queenstown,1593000,,,,,,,,
Woodlands,720000,,,,,,,,
Bishan,1700000,,,,,,,,
Bukit Merah,1961000,,,,,,,,
Pasir Ris,1036800,,,,,,,,
Bukit Timah,2410000,,,,,,,,
Hougang,1520000,,,,,,,,
Queenstown,1400000,,,,,,,,
Bukit Merah,1510000,,,,,,,,
Sengkang,620000,,,,,,,,
Downtown Core,3280000,,,,,,,,
Hougang,775000,,,,,,,,
Novena,2100000,,,,,,,,
Sengkang,648000,,,,,,,,
Ang Mo Kio,990000,,,,,,,,
Toa Payoh,1640000,,,,,,,,
Bukit Timah,950000,,,,,,,,
Pasir Ris,788000,,,,,,,,
Pasir Ris,1088888,,,,,,,,
Sengkang,1146000,,,,,,,,
Serangoon,948000,,,,,,,,
Sengkang,842000,,,,,,,,
Bedok,1160000,,,,,,,,
Sengkang,796000,,,,,,,,
Sengkang,637000,,,,,,,,
Sengkang,789000,,,,,,,,
Sengkang,843000,,,,,,,,
Bukit Merah,2745000,,,,,,,,
Toa Payoh,1420000,,,,,,,,
Sengkang,826000,,,,,,,,
Sengkang,858000,,,,,,,,
Toa Payoh,1594000,,,,,,,,
Toa Payoh,1469615,,,,,,,,
Tampines,1080000,,,,,,,,
Geylang,1619100,,,,,,,,
Sengkang,792000,,,,,,,,
Queenstown,1380000,,,,,,,,
Geylang,1294000,,,,,,,,
Rochor,1315000,,,,,,,,
Yishun,1045000,,,,,,,,
Bukit Merah,2277750,,,,,,,,
Sengkang,1051000,,,,,,,,
Bedok,2048000,,,,,,,,
Clementi,1210000,,,,,,,,
Toa Payoh,1424000,,,,,,,,
Tampines,1075000,,,,,,,,
Geylang,1789500,,,,,,,,
